;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,
EVTNAME10225;Hungarian Revolution of $YEAR$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10225;The Hungarian nobility has grown increasingly nationalistic and liberal in recent years. The cities and countryside have become increasingly unruly, a violent and dangerous place for Bohemian officials and Czechs. In response, the Bohemian government ordered the Hungarian Diet dissolved and the replacement of the Governing Council with a single governor, Count Jirí Lukavský of Olomouc. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the realm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97610;Despite the overwhelming odds against them, the Japanese have refused our generous offer of surrender.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC97609;We have formally concluded a treaty with the Japanese which will see our influence restored, and our demands for their ports to be opened to our ships to be met. Additionally, an indemnity will be placed upon their government to make up for the expense of the $COUNTRY_ADJ$ war effort.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97608;We are being overwhelmed by the superior might of western armaments. Despite the loss of face, we must consider offering the hated foreigners terms of our surrender.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97607;Commodore Perry has returned from his mission to Japan with unfortunate news: they have chosen to defy his ultimatum and thumb their collective noses at our government. Should we back down now, it will be a great blow to our prestige and our influence in the Far East.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97606;Commodore Perry has returned from his mission to Japan with a treaty in hand: we have gained numerous trade concessions, but more importantly we have cracked open the shield that is Japan's policy of isolation. This is a great coup for American diplomacy and influence in the Far East.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97605;More 'black ships' have appeared off our shores, these ones commanded by an American named Commodore Matthew Perry. The ill-tempered westerner is demanding an end to the Japanese policy of Sokoku-- specifically trading rights in several ports, extraterritoriality for American sailors and protection for their shipwrecks. At first he demanded to negotiate with the Emperor, but that is impossible. Thus it falls to the Shogun to either agree to his demands, risking the appearance of weakness, or refuse and bring the wrath of the Americans upon us.;;;;;;;;;;;;x,,,,,
EVTDESC97601;Meaning 'Western Learning', Rangaku referred to the body of knowledge developed by Japan through its contacts with the Dutch enclave at Dejima. Despite the enforced isolation of the nation, this policy of learning allowed western influences to spread-- particularly in the southern domains of Satsuma and Choshu.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97600;Meaning 'locked country', Sakoku was the foreign relations policy of Japan instituted by the Tokugawa shogunate in the 17th century, with no foreigner allowed to enter the country on pain of death. While some contact with westerners was permitted in the south, at the Dejima trade enclave in particular, such contact was strictly regulated and kept Japan in a state of isolation from the rest of the world.;;;;;;;;;;;;x,,,,,,
EVTDESC97571;We have received reports from the Kaap Colony that there has been yet another outbreak of violence between the Xhosa natives and the colonials. This time it is evidently caused by natives returning from the diamond mines, attempting to take back control of their lands without any consideration for due process. Many within the Kaap Colony believe it is time that the military moved in and took over their lands completely.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97570;Now that $COUNTRY$ is free, native $COUNTRY_ADJ$ citizens are beginning to protest against the colonial regime that still remains. Foreigners still hold the highest positions in the government, and have a privileged status in comparison to those they once ruled over as a colony. In $PROVINCENAME$, the recent arrest of a native for trespassing on the estate of a foreigner has led to riots, and dissension has spread throughout all of $STATENAME$.;;;;;;;;;;;;x,,,,,,,,,,
EVTDESC97566;The $FROMCOUNTRY_ADJ$ government is besieged by rebels, and threatens to fall if they do not receive assistance from $COUNTRY$. They warn us that if the rebels are successful, it's very likely that $FROMCOUNTRY$ would cease to be in $COUNTRY$'s sphere of influence.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC97562;$CAPITAL$ has been taken by the enemy, and a great deal of $COUNTRY$ is lost to our control. Many are saying that we only continue the war because our foreign masters insist that we do so, and that the time has come for us to let go of these ties-- no matter the consequences. Perhaps they are right, though it seems the situation is dire for $COUNTRY$'s future no matter what we do.;;;;;;;;;;;;x,,,,,,,
EVTDESC97561;With our forces off valiantly facing the enemy, rebels have taken advantage of the situation and stormed $CAPITAL$. They have taken over the $COUNTRY_ADJ$ government and already done a great deal of damage in order to drive out foreign influence in $COUNTRY$. Without the forces to oppose them, there is little we can do.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97560;The Federal Republic of Central America is rapidly disintegrating. Members of the government have met in $CAPITAL$ to discuss whether the union should be officially dissolved and the state of Guatemala declared, or whether we should fight to preserve what we have. Some consider that to be an impossible task, though liberals argue that we should not allow conservatives doom the region to a future of division and internal squabbling.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC97556;The government has managed to restore order in the Costa Rica region. Officials in San Jose have re-dedicated themselves to the future of the union.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97555;The government has managed to restore order in the Nicaragua region. Officials in Managua have re-dedicated themselves to the future of the union.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97554;The government has managed to restore order in the Honduras region. Officials in Comayagua have re-dedicated themselves to the future of the union.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97553;The government has managed to restore order in the El Salvador region. Officials in San Salvador have re-dedicated themselves to the future of the union.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97552;With rebels in Honduras having already declared its independence from the Federal Republic, it has become next to impossible for the government to maintain order in Nicaragua. Government authorities have withdrawn as locals have overtaken the capital in Managua.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97551;With rebels in Nicaragua having already declared its independence from the Federal Republic, it has become next to impossible for the government to maintain order in southern Costa Rica. Government authorities have withdrawn as locals have overtaken the capital in San Jose.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97550;The Federal Republic of Central America has been chaotic since its inception. Liberals who had high hopes for the union are in constant battle with conservatives, in particular the clergy and wealthy landowners, and there is a general fear of domination by Guatemala. At this point, the struggle to maintain the union seems like an almost impossible one.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97526;The Volaseans have foolishly declared them independence. We must take action at once!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97525;The cursed Volaseans have coaxed the Russians into declaring war on us in support of their independence. We cannot let this stand!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97518;We have received word from the Russian government: they have refused to support our claim of independence in exchange for Izmail. We are on our own.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97517;We have received word from the Russian government: they have agreed to support our claim of independence in exchange for Izmail.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97516;The Volaseans have approached us with a deal: in exchange for our assistance in their war of independence against the Turks, they will return our lands in southern Bessarabia. It is a way to regain our influence in the region, though it does come with a steep price.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC97515;To this day we remain a subject of the Turks. A growing movement has demanded our indpendence, and there are those who believe an offer of alliance with the Russians along with a guarantee of returning their lands in southern Bessarabia might entice them to support our efforts. Still others fear what a war of independence with the Turks will do to our nation. Is it worth it?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97512;As we suspected, the terms of Russia's treaty are punishing indeed.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97510;The powers of Europe have met in Paris to settle the recent matter of the Crimean War. One of the provisions set out is that the newly-united Volaseans would receive the Budjak in southern Bessarabia (also known as Izmail). Refusing would put us at odds with the rest of Europe and perhaps lead to further war. Accepting might repair some of our relations with Volasea, but would definitely be a blow to our prestige and our interests in the region.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97508;The $FROMCOUNTRY_ADJ$ government has approached us, begging for terms of surrender. It will mean relinquishing our current wargoals and sitting down with them to work out the terms of a treaty once the war is done, but we are confident they will be to $COUNTRY$'s benefit. No doubt the other powers of Europe will be far less pleased, but that is not our concern. Such a treaty will prevent this war from continuing on interminably.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97507;Russia has control over $CAPITAL$, and much of our nation is either overrun or in complete chaos. We cannot continue. Our only option may be to surrender to the Russians and negotiate a treaty, in which we will doubtless be forced to hand over many concessions. Failure to do so, or should the Russians refuse our offer, could mean the war continuing for a very long time yet, and $COUNTRY$'s utter ruin.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTDESC97506;In what is perhaps a foolish move, the French have pressure the Turks into accepting their sovereign authority over the Holy Land in Palestine... authority which has traditionally rested with the Russians since the Treaty of Küçük Kaynarca. The question simply remains whether we should interfere. While holy sites are not our concern, trade routes through the Levant lead to India... and a Russian war with the Turks could directly threaten our interests.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC97505;Through a combination of military and political pressure, we now have no choice but to accept French claims in the Holy Land.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97504;$FROMCOUNTRY$ has agreed that the French and the Roman Catholic Church should be the supreme Christian authority in the Holy Land, and have turned over control of Christian holy places, including the keys to the Church of the Nativity in Bethlehem. This is in contravention to the $FROMCOUNTRY_ADJ$ treaty with Russia, and will no doubt lead to conflict, but is at the same time a boon to our prestige.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97503;The French have successfully pressured $FROMCOUNTRY$ into accepting their claim of authority over Christian holy sites in Palestine, authority which has traditionally belonged to us ever since the 1774 Treaty of Küçük Kaynarca. This is a breach of the treaty and a threat to $COUNTRY_ADJ$ interests in the Holy Land.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
